,BELTON LAKE,LAKE WHITNEY,AQUILLA LAKE,LAKE WACO,PROCTOR LAKE,POSSUM KINGDOM LAKE,LAKE GEORGETOWN,GRANGER LAKE,LAKE LIMESTONE,STILLHOUSE HOLLOW LAKE,SOMERVILLE LAKE,LAKE GRANBURY,SAM RAYBURN RESERVOIR,B A STEINHAGEN LAKE,"LAKE GRANBURY,POSSUM KINGDOM LAKE,LAKE WHITNEY","LAKE GEORGETOWN,STILLHOUSE HOLLOW LAKE"
1998-06-01,29.1930046,29.60309121,29.82082275,29.08000994,28.61161624,30.48106387,29.26206283,29.32151805,29.01947891,29.2996629,29.36533862,29.65832488,29.91922683,29.48081161,30.3070693394414,29.293717198070404
1998-06-02,29.3585776,30.15613958,29.82074512,29.39777402,29.73009295,31.74440828,28.95607603,29.32184676,29.7700202,29.05214383,29.64976128,30.54074002,30.09023475,29.62752129,31.463612489222776,29.036952621477454
1998-06-03,29.30510064,30.18765603,30.06190282,29.47773324,29.98922532,31.73396072,29.32112261,29.74534699,30.6087653,29.04397544,30.54285584,30.33343019,30.15991211,29.91131412,31.433303410420606,29.087800743076595
1998-06-04,29.81742317,30.10595322,30.32344017,29.70859317,29.28522979,28.80751627,29.82679095,30.29387563,30.63380873,29.77982932,30.71490403,29.15353766,30.52673929,30.21501083,28.960956265198668,29.787255366124594
1998-06-05,27.93764828,27.00838337,27.61295617,27.28606036,26.28152826,22.93483333,29.68942343,29.94709795,28.47547108,28.82445808,30.1556988,25.23591942,29.26730577,29.21019462,23.561232443664572,28.96123511659938
1998-06-06,19.63411487,18.72483694,20.20025676,18.87971558,17.16902713,17.85473651,21.93975963,22.88517399,21.62243328,20.29640477,24.80701651,18.18931001,24.71207569,24.1679511,17.969811202373826,20.55626859903314
1998-06-07,20.45888764,20.63512062,21.19486123,20.30028009,19.53861871,19.23956138,20.99555595,21.46317706,20.73444641,20.48470756,23.64126276,20.29989524,19.96904534,19.83933755,19.48661071638001,20.565488054774463
1998-06-08,22.54165602,23.0566471,25.26425954,22.66473197,21.45945542,22.8084951,22.93342792,23.67677553,24.35515207,22.51842643,25.65279385,23.29453052,22.52381215,22.81896986,22.88791607966626,22.584050647185723
1998-06-09,28.57767049,28.84419625,29.036708,28.48465504,27.37571006,28.31599668,28.89476939,29.17562647,27.97046149,28.97014613,29.3657459,28.98250062,27.3188839,27.49523865,28.441138573020947,28.95822680036937
1998-06-10,28.98447115,29.21411892,28.79806581,28.78527565,28.0717478,27.45582524,29.13294611,29.42623012,29.44853021,29.08583678,30.0241117,27.7203705,29.10327607,29.01201706,27.639267082315676,29.09328618193683
1998-06-11,25.76257566,26.18902648,27.27704769,25.83988072,24.69737827,24.88597006,26.6862103,27.47697506,28.71378912,25.85864105,29.25078346,25.9586993,29.97013157,29.73894479,25.126507853283275,25.989504638461398
1998-06-12,26.12949681,27.11943848,28.34591767,26.43446817,25.82534789,26.59074791,26.18855427,26.48116273,28.35866116,26.30592751,28.69588684,27.70777448,29.36409336,29.30331373,26.76968112971655,26.287367270629403
1998-06-13,29.16119185,30.02144629,30.38703151,29.380869,28.45061109,29.63935032,29.31825991,29.90105727,30.77637473,29.41944682,30.5074304,30.19448697,30.10076558,30.03267775,29.738585340592714,29.403446126223713
1998-06-14,29.28618095,30.35888503,31.3418823,29.90361473,28.5565519,29.20464154,29.52009934,30.03587147,31.26742364,29.22757629,30.98380672,29.27964383,30.5073219,30.46640908,29.313292644499214,29.273832982150747
1998-06-15,28.53130733,28.83383846,30.48670728,28.86495903,26.85615515,26.68647394,28.57902282,29.56683537,31.00786016,27.94080308,31.19611988,26.92638587,30.5345732,30.30753568,26.900584717245476,28.041724816039974
1998-06-16,26.49899564,26.44312222,27.90162288,26.48013839,25.21725783,26.05804758,27.53388537,28.41608246,28.0918074,26.48958922,29.74617626,26.57288702,29.05335217,28.80988013,26.152732299767944,26.65472384964631
1998-06-17,29.5264394,29.66397972,30.39079486,29.27061838,28.08418122,29.85709692,29.94834609,30.23675963,29.93370942,29.79704372,30.84987506,29.19619653,29.89625648,29.94852186,29.761567825197044,29.820969175278716
1998-06-18,29.84772041,30.56332286,31.24092594,30.00058867,28.80468807,31.16582049,30.34705385,30.71983727,31.11325838,29.99986514,31.29184735,30.73523941,30.94929251,30.81982527,31.06240717807527,30.05476611712534
1998-06-19,31.22952418,31.5084465,31.77328223,31.08812976,30.80263768,31.36395529,30.92383744,31.3029146,31.85715807,30.94884858,31.56490496,31.55302051,31.53964247,31.26206633,31.398992517729162,30.94489356652903
1998-06-20,31.35268735,31.6864011,31.85882202,31.24183605,31.10801356,32.39187032,30.88593692,31.41866983,31.72327182,31.02998575,31.58335312,31.93012016,31.28540952,31.10079449,32.27584378562868,31.00720729755331
1998-06-21,31.02351139,31.47055111,31.3410006,30.90769176,31.13481719,32.73016252,30.74015123,31.05063478,31.49122241,30.73189264,31.10246864,31.63549523,30.97982265,30.64523198,32.49076020299395,30.733198571464985
1998-06-22,30.2702635,30.96304979,30.98286313,30.3097274,30.25102481,32.02494159,30.14717013,30.66002693,31.02515353,30.12986463,31.03351165,31.10837162,30.62495039,30.40636903,31.823865839136342,30.132601150031547
1998-06-23,29.99228806,30.52899585,30.43915576,29.98656677,30.00122608,31.27728269,29.77089714,30.26961694,30.66030946,29.79351055,30.53252467,30.57906468,29.90143248,29.77611248,31.129346151783444,29.78993468975634
1998-06-24,29.42102714,30.08952048,30.39211308,29.54165728,29.29674825,30.89619153,29.59469146,30.02705998,30.16808336,29.42033717,30.34734977,30.37311467,29.82876401,29.7390473,30.764106735515632,29.447907827142032
1998-06-25,29.45804188,30.25266565,30.44313838,29.5880065,29.47556335,31.14994106,29.5365762,29.98299022,30.47210619,29.43013262,30.22373205,30.48460844,30.23635951,30.13378178,30.99305829253133,29.446964551403294
1998-06-26,29.66520309,30.54675141,30.48876149,29.8911176,29.9596332,31.18513119,29.60419562,30.02525496,30.11956435,29.58083126,30.56347614,30.903897,30.2587705,30.21609491,31.096435995561407,29.58452586802429
1998-06-27,30.12602477,31.0676776,31.01159287,30.48994945,30.42505416,32.27178968,29.96509723,30.39178478,30.5594399,29.8005537,30.97299073,31.76713941,29.53543853,29.59215639,32.10757245143112,29.82657298091686
1998-06-28,31.10805005,31.70906723,31.55647954,31.21530254,30.9501198,32.67087306,31.03363904,31.24412172,31.22746951,31.08749529,31.14562278,31.785023,28.83095562,29.23609733,32.482107685391036,31.078978997090285
1998-06-29,30.51680452,31.13433833,30.77028113,30.6902683,30.51896731,31.77967335,30.50344595,30.49352116,30.59556843,30.5145676,29.53844221,31.05010866,28.5864422,28.61213876,31.63688997923481,30.5128089326394
1998-06-30,29.53876037,30.71372613,30.86499187,29.8866086,29.90253416,30.98591386,28.67889305,28.5537994,29.84620147,29.25108611,29.58275746,31.07177651,29.94598834,29.50055068,30.972646109831445,29.160605177891522
1998-07-01,30.40505098,31.30885795,31.63592156,30.69378111,29.9979349,30.83884527,30.36696371,30.61994291,31.21852753,30.37019268,31.11999747,31.52039968,31.18743716,30.91074107,30.96075657709022,30.369682082728247
1998-07-02,30.57515564,31.52671931,31.67340954,30.91630924,30.42893143,30.6139184,29.99248425,30.23367653,31.39714613,30.25607094,30.61239963,31.34626988,31.52894549,31.26442439,30.780137836416767,30.214389956657442
1998-07-03,30.2687771,30.91709604,30.93622699,30.35605866,30.12211629,30.00281582,29.7287009,30.07624327,31.09779084,29.93561878,30.31909959,30.64328381,30.61046045,30.63442124,30.158201019149796,29.902898839893922
1998-07-04,28.84284821,29.48045843,28.46865442,28.89344067,28.7439819,29.32071345,28.32106891,28.38405498,29.26740728,28.68485744,28.20858965,28.93484724,29.06017922,28.79302345,29.288476975810454,28.627331532075193
1998-07-05,25.71354998,27.22553174,28.27022557,26.19864392,24.82751154,28.08432614,26.35515439,26.93827048,28.59448808,25.91375967,29.40951103,27.8467871,29.42551839,29.13614153,27.981804605834345,25.98355745065354
1998-07-06,29.07062934,29.54442367,30.46299154,29.24707715,28.70594186,30.32908184,29.03506902,29.41396858,30.16867998,28.83746602,30.38646921,30.76473642,30.74147169,30.42181045,30.313278499146914,28.868712997423025
1998-07-07,30.63497234,32.07231537,32.02796345,31.15334402,30.78512937,32.47489418,30.06188737,30.47889571,31.67146708,30.21222574,31.17357941,32.67231875,31.67974165,31.3740497,32.46367302725667,30.188452722114622
1998-07-08,30.79844345,32.43195383,32.30232529,31.470968,30.92273955,32.26546918,30.25204522,30.81522813,32.10356228,30.38035209,31.15791339,32.43719832,32.16574149,31.92545608,32.30033793734715,30.360062914885706
1998-07-09,30.1774567,31.89579905,32.05052563,30.92282192,30.26805593,31.30634748,29.62601684,30.06369821,31.54113685,29.73761658,30.79653475,31.8580959,31.77194468,31.38145249,31.423089563156232,29.71996930462364
1998-07-10,30.20837154,31.72361994,32.16757243,30.76562174,30.1744682,31.41070969,29.63166052,30.07272752,31.61571673,29.69709181,30.99272905,32.07699728,32.00637226,31.61775472,31.517229170123812,29.686745155134485
1998-07-11,30.70399762,32.14847711,32.43960698,31.15489657,30.62147133,32.12276621,30.07257954,30.55687676,31.85352123,30.2425297,31.21065298,32.59529836,32.21962079,31.84560672,32.18136183329976,30.215655468269915
1998-07-12,31.45200334,33.11941602,33.61504557,31.99236935,31.49197632,32.45068863,30.71617121,31.24596615,32.22320272,30.92983117,31.86638091,33.01457778,32.6082767,32.30533068,32.575726956645745,30.89604510427061
1998-07-13,32.4269078,33.34259384,33.61468628,32.77329075,31.48536894,30.43019789,31.7100003,32.34870471,33.4621534,31.77937822,32.88996407,32.15687981,32.34891538,32.35258855,30.88776858583016,31.76840748423234
1998-07-14,30.62443965,31.84470717,32.48021387,31.12079416,29.84818977,30.36551165,30.35112715,30.76433923,31.54689487,30.27970252,30.82792161,31.36242621,29.52327515,29.84903863,30.61221931060246,30.29099690217566
1998-07-15,29.96007449,30.83518242,31.21434315,30.22994101,29.24715021,30.79946082,29.69480136,29.90776379,30.94308537,29.87608582,30.53428602,30.80493071,29.49034093,29.66631067,30.803199013768975,29.847419294548633
1998-07-16,29.82350108,31.47904468,32.37281282,30.39103545,29.88006333,30.41627871,29.51921228,30.04478334,31.26672323,29.42259544,30.86291256,31.35898005,30.20730003,30.3694814,30.620547534492584,29.437873468259507
1998-07-17,31.02883192,32.17856687,32.00330723,31.43829526,30.24589659,29.59416396,30.51071603,31.09528048,32.24337745,30.53317944,31.67103533,31.74699869,31.50550374,31.50131716,30.074244264116814,30.52962729926775
1998-07-18,30.12380453,30.64245998,30.9158299,30.13316361,29.50022597,29.3321142,30.43328929,30.82828805,30.98793206,30.23537761,31.53126122,30.79066114,29.94093127,29.94730004,29.619311036623404,30.266673399014905
1998-07-19,29.81595579,30.93172215,31.45334948,30.14429479,29.34630861,30.20592651,30.04928419,30.57593309,30.79448337,29.59207124,31.37696248,30.894469,30.21547581,30.20631046,30.35076594461247,29.66437035856684
1998-07-20,30.48102232,31.44972565,31.74525556,30.73701574,29.88576293,30.94421921,30.52875331,31.05682629,31.23736085,30.26870914,31.51556491,31.1958948,30.79392535,30.50881617,31.017910417166078,30.309829944385452
1998-07-21,30.10477612,31.27811651,31.38644564,30.57656527,30.06196994,31.20065489,29.95293929,30.48320357,31.05100331,29.86422972,31.20657888,31.50186958,30.69634022,30.44367899,31.24328195096627,29.878257371052847
1998-07-22,30.24382541,31.26736545,31.37017334,30.572521,30.14638375,30.90323476,30.11284034,30.67360948,31.19300681,29.96703159,30.64042195,31.58305211,30.4901915,30.35775347,31.015792787703198,29.990088338730175
1998-07-23,30.37449361,31.5923407,31.80699937,30.80229966,30.41602522,31.31332947,30.2679209,30.72794589,31.37062382,30.10971204,30.92609101,31.73240668,30.64224855,30.58254125,31.387427710088243,30.134729619067837
1998-07-24,30.94139261,32.03117019,32.1866572,31.16374137,30.92084661,31.60734532,30.37713323,30.8421397,31.5755216,30.4083349,31.18926507,32.21055857,31.31170452,31.06475734,31.71592057089431,30.403400977549175
1998-07-25,31.20703226,32.27308697,31.73116777,31.52168064,30.88959184,31.74430706,30.71763486,31.19546956,32.17291908,30.94584132,31.39948665,32.58578605,31.84504478,31.61549814,31.89037421366103,30.909755015118957
1998-07-26,31.29646835,32.26304884,32.35974179,31.50548934,31.28809388,32.00261031,30.97010029,31.28175914,31.9266497,31.11972642,31.62917357,32.70372071,31.77823952,31.52609712,32.10875178701873,31.096066028680006
1998-07-27,31.01778704,32.28989303,32.3618253,31.43877986,31.05099582,31.58871058,30.60438829,31.26063188,32.14618963,30.58974832,31.74392446,32.52812536,31.76504373,31.66038811,31.761353872953663,30.59206333956986
1998-07-28,31.08942769,32.25499269,32.4732425,31.48422504,30.89883346,31.44352599,30.42394448,31.00734119,32.43387366,30.5925873,31.55398973,32.22871486,31.90784674,31.72814686,31.60729590377724,30.565919798043574
1998-07-29,31.04858555,32.44220858,32.52488269,31.53977587,31.09951288,31.59135957,30.36383217,30.81335219,31.9399824,30.61005258,31.1112046,32.54536934,31.95089512,31.64700056,31.778672230921405,30.571117727835016
1998-07-30,30.9000507,32.23793547,32.31304408,31.34539175,31.3251854,31.88805637,30.12956953,30.55770196,32.10707037,30.46859941,31.22002739,32.5538933,31.62110896,31.40556092,31.997715438651422,30.414988589283258
1998-07-31,30.70181186,32.20665338,31.96842806,31.13054484,30.9898262,31.42000281,30.25034317,30.71068574,31.58444021,30.28093061,31.20524014,32.43468526,31.63522142,31.24980189,31.609008497899605,30.2760938157858
1998-08-01,30.47291011,31.74923341,32.41575012,30.87527518,30.43140683,31.07342118,29.6619221,30.10997269,31.39276425,29.78840317,30.70185596,31.6371792,31.89563871,31.47464374,31.199055847903054,29.76840270877861
1998-08-02,31.13527092,32.5203061,32.960294,31.65684631,31.17824951,31.59114834,30.51458989,31.06484975,32.38318912,30.37239847,31.50249361,32.16158035,32.43953921,32.34120284,31.73946311921162,30.394883210062076
1998-08-03,31.87304406,32.8823133,33.66274171,32.29749175,31.39150376,31.69556465,31.16015121,31.7475662,32.90975051,31.31144045,32.23186166,32.33685036,32.87953595,32.84200192,31.874583115229186,31.28751707096918
1998-08-04,32.41050747,32.87557174,32.03605463,32.62453463,31.49923797,29.48620123,31.96544852,32.3547628,33.3616705,31.96438724,32.84547116,32.09128474,32.10932184,32.49464296,30.08976914938762,31.96455506028714
1998-08-05,29.28528631,28.40984305,28.84902351,28.8290816,27.01280112,25.72626774,30.13186698,30.69021478,30.21206986,29.51024861,31.05631831,26.73670189,29.96597005,29.96506199,26.078622158141386,29.608545170138896
1998-08-06,26.71359561,26.63931819,26.687258,26.48112038,24.96124764,24.42358688,27.42733148,27.88074719,28.13095203,26.91721731,29.10901689,26.37719609,29.33884552,29.29094549,24.848053188807366,26.997881702510004
1998-08-07,25.08148918,26.07303626,26.68872009,25.4713579,25.08642927,26.20616793,25.14422125,25.67309258,25.33441056,24.83582853,26.77692385,26.89267324,25.97234498,25.9561242,26.27657053947834,24.88459469427516
1998-08-08,28.12071862,28.54257162,29.11489104,28.19645785,27.52162419,28.45467565,28.01077662,28.46314649,27.93255406,27.90920205,27.88501392,29.10125089,24.73158587,25.39891604,28.53940673873636,27.925264044481576
1998-08-09,29.17859244,30.12459888,30.52810156,29.46745386,29.33167693,30.38888912,28.87312789,29.46938029,29.70379665,28.6465868,29.80136861,30.66392289,27.78454202,27.97332898,30.398872323284728,28.68240975979624
1998-08-10,30.15332261,31.20478886,31.42659308,30.51430917,30.27209879,30.90816348,29.80077594,30.22006194,31.03989277,29.62835536,30.4222049,31.40285609,29.89327334,30.0098668,30.992804402827264,29.655620239432622
1998-08-11,30.39211285,31.57271412,32.10474126,30.8020666,30.10715647,30.15044691,30.09198278,30.58698164,31.44830567,29.87817646,30.89301737,30.90237116,30.54816182,30.67926129,30.36300893217087,29.911985669647322
1998-08-12,30.71793727,30.87491885,30.84878912,30.7736978,29.94830706,28.05685064,30.38015379,30.95894782,31.47309573,30.09727001,30.99656912,29.76632007,29.90454029,30.129988,28.504219835193297,30.142002443652313
1998-08-13,30.17419297,29.84921618,30.11172296,29.91589478,28.86721006,27.26035436,30.6818584,31.18151574,30.66368678,30.07057063,31.39176274,28.57071285,28.82669344,29.18860392,27.64030948174289,30.167233611574975
1998-08-14,26.9324611,26.78048919,26.10126275,26.47180665,26.82073229,26.49640963,28.75623086,29.17609571,25.39153613,27.36164973,30.13465506,26.49321951,26.08297119,26.17188503,26.520567711411505,27.582174950182306
1998-08-15,24.68536936,26.38344259,26.63284556,25.52191403,25.68529398,26.44149331,23.87951739,24.48245131,25.77865243,23.65041902,25.65217713,26.91586831,25.84170821,25.67265774,26.493073497934574,23.68664636267719
1998-08-16,27.10388129,28.5733035,29.11232303,27.65892154,27.23074644,27.89014921,26.88528561,27.56612675,28.49664961,26.56924706,28.45981725,28.85781971,26.85031491,27.13424263,28.064606243540197,26.619222259954732
1998-08-17,28.44405193,29.1310749,29.06779767,28.56902417,28.24703742,28.49702608,28.24730723,28.75517893,28.88925672,28.07989662,28.63513865,29.29801963,28.19095656,28.453542,28.647356264574537,28.106369272495378
1998-08-18,27.70882576,28.63270879,28.53598931,27.93300433,27.59551658,27.74179539,27.00850377,27.27782876,28.74956601,27.23527021,27.68610205,28.28941657,28.76618398,28.76771109,27.88408522612385,27.199411615591114
1998-08-19,27.27366834,28.23206644,29.08796284,27.41708612,26.62313112,26.6853167,27.69241653,28.13353071,28.46185056,27.3084152,28.89292247,28.0541743,28.24064188,28.08826201,26.9822337622708,27.369137359526526
1998-08-20,28.48416309,29.30403667,30.12335915,28.80392906,27.43344245,26.83436051,28.43768312,28.98798263,29.94868394,28.04014393,29.22184836,29.0317767,29.64093123,29.63752481,27.309849488342746,28.103006832358247
1998-08-21,28.99241376,29.93491408,30.39091025,29.28232452,28.02781786,27.96714841,28.8908786,29.47320426,30.2877836,28.62752402,29.69007378,29.16841991,29.32645574,29.35669731,28.280439048836453,28.669168299770597
1998-08-22,28.13379135,28.95174723,28.74127529,28.38057914,27.60014057,27.78382085,28.179018,28.79163141,29.28591203,27.86110178,28.22152754,28.6582345,28.60032085,28.55160326,27.98902642824556,27.911373896054677
1998-08-23,26.01946357,28.05880126,28.58701743,26.6097113,27.19505196,27.32221669,24.73895952,25.43611962,28.11404596,25.06541224,26.76606912,28.31719461,28.24573157,27.86425959,27.50454687886095,25.01379024655089
1998-08-24,27.41948377,28.53807469,29.00299823,27.8382294,27.87219664,27.97444648,26.54544001,27.29178014,28.31236589,26.4698348,27.71739495,28.98553657,28.25159738,27.9217624,28.14375900851826,26.48179025760911
1998-08-25,28.27941146,29.39356591,29.98405745,28.5437875,28.42188264,28.65291773,28.21530853,28.82999768,29.00358622,27.89463272,29.08510444,29.91179348,28.96738713,28.83046761,28.867082859371948,27.94534121023132
1998-08-26,28.99806777,30.19079592,30.8001642,29.36243313,29.074761,28.86817762,28.5417116,29.17990497,29.81880315,28.43546332,29.39333284,30.52719062,29.77959577,29.65411632,29.180350848908507,28.452264368599437
1998-08-27,29.27894866,30.42753822,30.81824093,29.60406754,29.08717356,29.13420251,28.95003482,29.43804041,30.19650013,28.7582333,29.37816077,30.37834536,29.98615173,29.89225763,29.394350871364388,28.78856288894926
1998-08-28,29.25083403,30.27434519,30.68118181,29.54438749,29.00466768,28.78996263,28.64987693,29.21184571,30.28695542,28.53258774,29.733261,30.15985881,30.11357897,30.18649568,29.081616347497828,28.551134688537694
1998-08-29,29.64091871,31.12934393,31.63754954,30.15581973,28.54776222,27.5521221,29.10531901,29.84785065,30.47931671,29.02797633,30.42661854,30.21123987,30.77387142,30.83931175,28.17836301285876,29.040206533872393
1998-08-30,29.43827539,29.7686537,29.55001684,29.52141972,28.54807592,27.23793139,29.15254992,29.42243622,30.76295725,29.29471612,30.06792203,29.29299866,30.50547993,30.47074291,27.701710788795427,29.272235367978436
1998-08-31,27.831348,28.94993388,29.33709859,28.32639035,27.19912889,27.21439027,27.93973917,28.33713959,29.18240635,27.4079754,28.68234084,28.67004136,28.82579581,28.69118167,27.537970032721756,27.492063245405035
1998-09-01,27.98219004,28.30053278,28.39926363,28.03980351,27.70228004,27.71688371,27.66207768,28.29797293,28.5973653,27.49512638,28.53930615,28.26222897,27.7569604,27.97937594,27.832360656403743,27.521526401770135
1998-09-02,28.2208809,28.35967833,28.91801684,28.07756297,28.08640877,27.70750425,28.279378,28.89613718,29.23414516,27.88661966,29.14587935,28.43678886,27.95800801,28.15403709,27.850844961396422,27.948726566184035
1998-09-03,29.04428357,29.90927005,30.53111965,29.30364743,29.23732386,28.6762553,28.72292433,29.50638405,30.18766377,28.40238706,29.78742531,30.24361899,28.21217247,28.67461169,28.969754530703796,28.45307364289058
1998-09-04,30.92688045,31.71827368,32.27392037,31.20635893,30.69790561,30.13348609,30.42722314,31.0882104,31.68764112,30.29232737,30.9639325,31.66833364,29.69708522,30.01102248,30.453492023355157,30.313658448372546
1998-09-05,30.86924702,32.04107718,31.96355758,31.28467645,30.54653535,30.60249302,29.67560293,30.23044421,32.02241292,30.09411112,29.75912663,31.78236352,30.06201065,30.28218687,30.867519967284487,30.027932388076493
1998-09-06,28.63492115,30.07893909,29.72753155,29.03114563,28.64778509,29.50004618,28.05388903,28.59076976,29.07770278,27.92784179,28.49483161,29.61148777,28.64750706,28.66196926,29.563346076609623,27.94777364965048
1998-09-07,27.87048661,29.04796482,29.15923989,28.30573239,27.56731569,28.10097002,27.46011104,28.02178729,28.67341211,27.27991608,28.33414755,28.84839353,27.43211311,27.54884251,28.2719412558817,27.308410322733472
1998-09-08,28.16013478,28.96558016,29.15684246,28.50602275,28.26890766,28.25613216,27.65170784,28.19133343,29.09077403,27.45637769,28.61520769,28.80141561,27.89438013,28.01305102,28.382468191315734,27.487265261479614
1998-09-09,28.33059988,29.15206268,29.62577012,28.68425163,27.70661576,27.92790733,27.83219703,28.3704326,29.50955936,27.67889938,28.61402507,28.06459762,28.37251856,28.48795288,28.049956984410116,27.703140349056905
1998-09-10,27.16562271,26.81464385,27.28807738,26.9896346,26.43019414,26.75648864,27.44969019,28.06288865,28.2865071,26.9287188,28.9358179,25.60791266,27.45523774,27.6544767,26.624482959608926,27.011100045534583
1998-09-11,24.92794948,26.00554095,26.62898569,25.25488297,24.80817883,25.12305342,23.954512,24.04992735,26.02690027,24.46323711,24.63045406,25.11290217,24.69376288,24.70860537,25.19807124507609,24.38279236965347
1998-09-12,21.97288056,22.5392445,22.6662913,21.97179925,22.54699972,24.33499853,21.86627952,22.30880686,23.86264561,21.90405963,23.28469137,22.73212537,23.34395577,23.50558234,23.98865371211358,21.8980854583315
1998-09-13,22.11961841,22.319455,22.84753295,22.0984452,22.53591664,24.28791626,22.13466061,22.41352206,23.97919088,21.99167851,23.170526,23.07635992,24.66697051,24.5787218,23.973338519260828,22.01428828035063
1998-09-14,23.45031272,24.02529806,24.62134136,23.51582707,24.36015222,25.4189083,23.59958645,23.96738171,24.87848676,23.34201375,24.9923505,25.83704853,25.50039222,25.27170602,25.34841441076417,23.382743740646333
1998-09-15,26.13294552,26.58779847,26.46836826,26.11222223,26.47961701,26.64251729,25.33567512,25.06258173,26.06606306,25.93503537,26.05410759,27.21077144,24.92346384,25.39210722,26.705585394681414,25.840258488070027
1998-09-16,25.97983568,25.6367765,24.63707996,25.47555509,26.52477286,25.82015122,25.62251936,25.41587824,24.49118981,26.01002246,25.79590625,25.36550348,23.75913156,23.98381572,25.750070333965578,25.948746565316963
1998-09-17,22.48600487,23.52302,24.33702772,22.77438897,22.88696071,24.3660659,22.78632849,23.06955263,24.20042977,22.48095652,24.4439929,24.33415305,25.10927711,24.94150638,24.289436633249768,22.52924501284785
1998-09-18,24.22540603,25.08089685,25.81794265,24.47962151,24.86987794,24.98054711,24.47813112,24.96994928,25.61748225,24.06639352,25.90463419,26.19065866,26.57578523,26.56856394,25.133585789005345,24.13150161801172
1998-09-19,25.97728209,27.00281139,27.06693041,26.36606789,26.6103846,26.36135709,25.52707281,26.30635669,27.2420208,25.33292254,27.18723758,27.6147219,27.07431528,27.00945147,26.56629641914501,25.36362353696545
1998-09-20,26.8687534,27.47788378,27.85350372,26.92297229,27.49680547,28.0227316,26.59652629,27.37831276,27.81303834,26.47047987,28.27427897,28.23516723,27.19212646,27.24567627,28.00101218114989,26.490411599983815
1998-09-21,27.38753678,28.15466986,28.60871429,27.54357497,27.96988612,29.11407593,27.09180108,27.50166438,28.53507118,26.98765316,28.44480787,28.71672719,27.97737673,28.01703593,28.983797749586913,27.004122078512847
1998-09-22,27.76906968,28.75699668,29.31350572,27.86618492,28.07077409,27.82334322,27.65376018,28.04631101,28.85117822,27.51965912,28.87764782,28.2432627,28.57393817,28.52476145,27.9540896683765,27.54086453081979
1998-09-23,26.63477053,27.39922162,27.896104,26.77745187,24.47426865,20.33376366,26.90635731,27.45116447,28.98376832,26.57279499,28.53642866,25.2360454,28.15781898,28.44404096,21.528934205245925,26.62554122503798
1998-09-24,25.89842824,26.02686507,27.16049256,25.59980002,24.8003121,24.09861251,26.37672877,27.04172539,27.5597524,25.947969,28.06832589,26.51659927,26.92683541,27.34108265,24.55364837877959,26.015768815048816
1998-09-25,26.9692628,27.6956251,27.86026694,27.13728283,26.9537978,27.97034293,26.83726912,27.22058186,27.97707901,26.61729155,27.81543976,28.13185345,26.78276672,26.96870563,27.96588168444828,26.652076619879306
1998-09-26,26.95227652,27.42953264,27.45727505,26.96498874,27.39561192,27.68633039,26.54484394,26.94682313,27.56752138,26.58973745,27.64314708,27.22466085,26.69682511,26.82340881,27.609069528158933,26.582638435848338
1998-09-27,27.06670197,27.0279639,27.37629066,26.75951643,27.19745553,27.61833772,27.10320453,27.40535057,27.26376002,27.019512,27.63501062,28.01640196,27.00489113,26.92285894,27.614831922092858,27.032746306135966
1998-09-28,27.50891317,28.3483827,28.69908998,27.68186492,27.53576252,27.78676246,27.20382926,27.87460931,28.50270359,27.07778816,28.71675487,28.51131163,28.02923297,27.97930265,27.921716214061096,27.097719048731815
1998-09-29,27.78934833,28.05188186,28.13067509,27.68285345,27.91406093,27.97651249,27.72161459,28.1124767,28.20147019,27.57857661,28.41680285,28.28931845,28.06575607,28.03480676,28.02034170204948,27.601195216659285
1998-09-30,27.59024599,27.93026239,28.05910887,27.48654268,28.07534507,28.22699885,27.55850701,27.85365586,28.02524965,27.48422897,28.16902003,28.08443655,26.91227984,27.04732,28.18435870097935,27.495974562116036
1998-10-01,27.50104259,27.9157291,28.13306366,27.34372989,27.71346285,27.39941941,27.30794242,27.78322089,27.85520878,27.22821624,28.00722061,27.83532787,26.77831173,26.93035778,27.496023418580766,27.24082334690872
1998-10-02,27.37675743,27.42831466,27.86350275,27.21193755,27.29998669,25.78836882,26.91480504,27.38453613,27.80124147,27.06913856,27.85328783,26.36563719,26.63206755,26.79774079,25.998896778338338,27.044733788741176
1998-10-03,27.37751236,26.73852442,26.71802765,27.31688171,27.13764283,25.43629024,27.20718807,27.49707664,26.13084872,27.39277478,27.23231841,26.43839625,24.64210985,24.75279575,25.668331411938066,27.36342793942884
1998-10-04,27.75944963,27.59394585,27.57536057,27.7080359,27.24507815,27.04269142,27.74541516,28.30077106,27.55144185,27.66117703,28.86757621,27.85665667,24.63135562,25.30456975,27.18741742858592,27.674497611905473
1998-10-05,28.54132849,28.69681814,28.93570717,28.51192692,28.00381296,27.58587189,28.53013326,29.23178282,28.35489663,28.51854459,29.42263684,28.04869367,26.17838473,26.32899928,27.737051208947072,28.520377107268725
1998-10-06,22.79293957,22.56471492,23.52928132,22.66448266,21.70507509,17.39049302,22.53799551,22.94560131,23.59046571,22.75245098,23.71791543,19.59800465,25.14694221,24.60547682,18.10080395142412,22.71853912021379
